lat,long,provincia
10.0159394,-84.2141701,ALAJUELA
10.0169099,-84.4015075,ALAJUELA
10.0867332,-84.1685722,ALAJUELA
10.0159394,-84.2141701,ALAJUELA
9.9589086,-84.2647522,ALAJUELA
10.0774202,-84.1936203,ALAJUELA
10.0764186,-84.2160228,ALAJUELA
9.9691348,-84.21207,ALAJUELA
9.9994338,-84.1936203,ALAJUELA
10.0160474,-84.1883478,ALAJUELA
9.9570664,-84.3200184,ALAJUELA
10.0365029,-84.2436849,ALAJUELA
9.982252,-84.3279093,ALAJUELA
10.3157749,-84.1817567,ALAJUELA
10.0910284,-84.4703933,ALAJUELA
10.0643085,-84.4868185,ALAJUELA
10.0910284,-84.4703933,ALAJUELA
10.1344107,-84.5104212,ALAJUELA
10.1153205,-84.5366351,ALAJUELA
10.0910284,-84.4703933,ALAJUELA
10.0910284,-84.4703933,ALAJUELA
10.4552191,-84.5589076,ALAJUELA
10.0910284,-84.4703933,ALAJUELA
10.0910284,-84.4703933,ALAJUELA
10.1213815,-84.440241,ALAJUELA
10.159274,-84.6522449,ALAJUELA
10.3732116,-84.5792556,ALAJUELA
10.2740379,-84.530014,ALAJUELA
10.0739464,-84.3147572,ALAJUELA
10.113615,-84.2713342,ALAJUELA
10.0739464,-84.3147572,ALAJUELA
10.1093639,-84.4303959,ALAJUELA
10.0288796,-84.2915293,ALAJUELA
10.047476,-84.31646,ALAJUELA
10.09299,-84.3161,ALAJUELA
9.9410301,-84.5274616,ALAJUELA
9.9596128,-84.47239,ALAJUELA
9.9614943,-84.5877183,ALAJUELA
9.9397272,-84.6191317,ALAJUELA
9.9784936,-84.3738394,ALAJUELA
9.9701404,-84.4356468,ALAJUELA
9.9856835,-84.4013184,ALAJUELA
9.9951563,-84.4330214,ALAJUELA
9.9495593,-84.3699767,ALAJUELA
10.0169099,-84.4015075,ALAJUELA
10.0052388,-84.3699767,ALAJUELA
9.9393041,-84.4225186,ALAJUELA
10.0974116,-84.3831166,ALAJUELA
10.0738499,-84.3969863,ALAJUELA
10.0974116,-84.3831166,ALAJUELA
10.1208655,-84.3686625,ALAJUELA
10.1068342,-84.3634056,ALAJUELA
10.0974116,-84.3831166,ALAJUELA
10.048253,-84.380478,ALAJUELA
10.060727,-84.4378495,ALAJUELA
10.060727,-84.4378495,ALAJUELA
10.060727,-84.4378495,ALAJUELA
10.060727,-84.4378495,ALAJUELA
10.0311465,-84.4198927,ALAJUELA
10.060727,-84.4378495,ALAJUELA
10.0517886,-84.4476419,ALAJUELA
10.0783392,-84.2463188,ALAJUELA
10.1192808,-84.2364413,ALAJUELA
10.0917258,-84.2548779,ALAJUELA
10.0341266,-84.2673851,ALAJUELA
10.1168097,-84.2147052,ALAJUELA
9.9187656,-84.5274616,ALAJUELA
9.9120855,-84.544497,ALAJUELA
9.9202822,-84.4931161,ALAJUELA
9.8941912,-84.5562878,ALAJUELA
9.9018832,-84.6021182,ALAJUELA
10.3270781,-84.4356706,ALAJUELA
10.3620025,-84.4754678,ALAJUELA
10.2752245,-84.4607091,ALAJUELA
10.375813,-84.3357992,ALAJUELA
10.357123,-84.276558,ALAJUELA
10.4531184,-84.2779155,ALAJUELA
10.4678335,-84.6426806,ALAJUELA
10.342772,-84.581879,ALAJUELA
10.422588,-84.38546,ALAJUELA
10.55606,-84.754272,ALAJUELA
10.5585681,-84.4805885,ALAJUELA
10.5371919,-84.659401,ALAJUELA
10.3777384,-84.61128,ALAJUELA
10.1864136,-84.3918974,ALAJUELA
10.211368,-84.402077,ALAJUELA
10.222073,-84.4060669,ALAJUELA
10.1822452,-84.4100442,ALAJUELA
10.2117609,-84.380936,ALAJUELA
10.229087,-84.426109,ALAJUELA
10.2347095,-84.4172666,ALAJUELA
10.0898383,-84.3476321,ALAJUELA
10.0841288,-84.3397438,ALAJUELA
10.253538,-84.272017,ALAJUELA
10.0783392,-84.2463188,ALAJUELA
10.0826832,-84.3365961,ALAJUELA
10.8979462,-85.0155499,ALAJUELA
10.8128589,-85.2363531,ALAJUELA
10.8979462,-85.0155499,ALAJUELA
10.8979462,-85.0155499,ALAJUELA
10.8979462,-85.0155499,ALAJUELA
10.9300847,-85.340719,ALAJUELA
10.8979462,-85.0155499,ALAJUELA
10.8358469,-85.0473773,ALAJUELA
11.0336891,-84.7132696,ALAJUELA
10.89241,-84.79567,ALAJUELA
10.85,-84.7,ALAJUELA
10.716667,-84.683333,ALAJUELA
10.6705781,-84.8209461,ALAJUELA
10.7425979,-84.832527,ALAJUELA
10.576389,-84.909722,ALAJUELA
10.7416183,-84.9141012,ALAJUELA
10.3415389,-84.2160228,ALAJUELA
9.8610783,-83.9188416,CARTAGO
9.8625864,-83.9254615,CARTAGO
9.8652328,-83.9224148,CARTAGO
9.9031929,-83.9426698,CARTAGO
9.8638091,-83.9161935,CARTAGO
9.8586697,-83.940745,CARTAGO
9.7939376,-84.0484601,CARTAGO
9.9161836,-83.892355,CARTAGO
9.8456322,-83.9095726,CARTAGO
9.941261,-83.910782,CARTAGO
9.8436129,-83.9909594,CARTAGO
9.839214,-83.8664076,CARTAGO
9.8692771,-83.7990228,CARTAGO
9.839214,-83.8664076,CARTAGO
9.825635,-83.8022149,CARTAGO
9.8429696,-83.88352,CARTAGO
9.9067787,-83.9876532,CARTAGO
9.9015014,-84.0035217,CARTAGO
9.9023632,-84.0144608,CARTAGO
9.9082233,-83.9769406,CARTAGO
9.9235557,-83.9929431,CARTAGO
9.8456322,-83.9095726,CARTAGO
9.9412369,-83.992806,CARTAGO
9.8916277,-84.0345856,CARTAGO
9.8933401,-83.7464005,CARTAGO
9.8533028,-83.7212419,CARTAGO
9.8096506,-83.7041964,CARTAGO
9.9067054,-83.6800512,CARTAGO
9.8528771,-83.624201,CARTAGO
9.9679634,-83.6122266,CARTAGO
9.9646138,-83.7292111,CARTAGO
9.9762562,-83.6461481,CARTAGO
9.90151,-83.6255313,CARTAGO
9.857322,-83.5656379,CARTAGO
9.8224438,-83.556316,CARTAGO
9.9278734,-83.697328,CARTAGO
9.9632073,-83.581615,CARTAGO
9.9067054,-83.6800512,CARTAGO
9.5134327,-83.4946218,CARTAGO
9.9146331,-83.8075209,CARTAGO
9.8868415,-83.8075209,CARTAGO
9.9218203,-83.7855627,CARTAGO
9.866349,-83.902951,CARTAGO
9.8921962,-83.8724825,CARTAGO
9.866349,-83.902951,CARTAGO
9.866349,-83.902951,CARTAGO
9.9184666,-83.8401005,CARTAGO
9.8448839,-83.9453168,CARTAGO
9.8285009,-83.9611964,CARTAGO
9.8449899,-83.984093,CARTAGO
9.7830747,-84.0226907,CARTAGO
10.6345964,-85.4406747,GUANACASTE
10.7362897,-85.4813835,GUANACASTE
10.6299829,-85.4400488,GUANACASTE
10.6275767,-85.6755742,GUANACASTE
10.7197949,-85.4104706,GUANACASTE
10.1445678,-85.4530295,GUANACASTE
10.1001577,-85.3717517,GUANACASTE
9.991917,-85.306297,GUANACASTE
10.1856733,-85.2968171,GUANACASTE
9.8820222,-85.5290361,GUANACASTE
9.9797332,-85.6486251,GUANACASTE
10.031509,-85.5039271,GUANACASTE
10.2609675,-85.5843632,GUANACASTE
10.2609675,-85.5843632,GUANACASTE
10.2471765,-85.7124267,GUANACASTE
10.4139549,-85.717941,GUANACASTE
10.381722,-85.67675,GUANACASTE
10.9473503,-85.6932765,GUANACASTE
10.2518449,-85.5832118,GUANACASTE
10.2617615,-85.5822573,GUANACASTE
10.297822,-85.840797,GUANACASTE
10.5251574,-85.254136,GUANACASTE
10.6759352,-85.2023569,GUANACASTE
10.7043447,-85.2230744,GUANACASTE
10.6812129,-85.0895694,GUANACASTE
9.868858,-85.4813835,GUANACASTE
10.5143198,-85.5727878,GUANACASTE
10.5174123,-85.6474771,GUANACASTE
10.4066158,-85.589507,GUANACASTE
10.4274414,-85.0934624,GUANACASTE
10.5415789,-85.0889205,GUANACASTE
10.3533962,-85.0801601,GUANACASTE
10.3687827,-85.1958811,GUANACASTE
10.4268458,-85.0917187,GUANACASTE
10.2812663,-84.9596457,GUANACASTE
10.284722,-84.927628,GUANACASTE
10.2723305,-84.9745408,GUANACASTE
10.280573,-84.958445,GUANACASTE
10.4563619,-84.9713512,GUANACASTE
10.4308596,-84.9449969,GUANACASTE
10.5011221,-84.9225623,GUANACASTE
10.4761854,-84.9625723,GUANACASTE
10.4177504,-84.9872797,GUANACASTE
10.5707284,-85.0246453,GUANACASTE
10.4563619,-84.9713512,GUANACASTE
9.9903778,-85.2521952,GUANACASTE
9.9903778,-85.2521952,GUANACASTE
9.9903778,-85.2521952,GUANACASTE
9.9903778,-85.2521952,GUANACASTE
9.9903778,-85.2521952,GUANACASTE
9.8219539,-85.3320363,GUANACASTE
11.0708272,-85.6306396,GUANACASTE
11.076131,-85.6337161,GUANACASTE
11.0865626,-85.5483427,GUANACASTE
10.9473503,-85.6932765,GUANACASTE
10.057561,-85.4195011,GUANACASTE
9.9998634,-85.3820795,GUANACASTE
9.8645548,-85.4827421,GUANACASTE
10.020474,-85.3601307,GUANACASTE
10.0874128,-85.4196373,GUANACASTE
9.9981413,-84.1197643,HEREDIA
9.9981413,-84.1197643,HEREDIA
9.9981413,-84.1197643,HEREDIA
9.9981413,-84.1197643,HEREDIA
10.1686271,-84.14879,HEREDIA
10.0190909,-84.1237232,HEREDIA
10.0292286,-84.1378391,HEREDIA
10.0190909,-84.1237232,HEREDIA
10.0137547,-84.1369175,HEREDIA
10.0179038,-84.1175814,HEREDIA
10.0843362,-84.1118458,HEREDIA
9.9807234,-84.0909289,HEREDIA
9.9917344,-84.0722375,HEREDIA
9.980227,-84.0511025,HEREDIA
10.0082945,-84.0253342,HEREDIA
9.9806958,-84.0775201,HEREDIA
9.969938,-84.0986459,HEREDIA
9.9914528,-84.056387,HEREDIA
9.9807234,-84.0909289,HEREDIA
10.0371501,-84.1583379,HEREDIA
10.029823,-84.170417,HEREDIA
10.0200473,-84.1633373,HEREDIA
10.043038,-84.1435257,HEREDIA
10.0740543,-84.1554495,HEREDIA
10.0371501,-84.1583379,HEREDIA
10.0144716,-84.0986459,HEREDIA
10.0159804,-84.1052462,HEREDIA
10.0083127,-84.1045862,HEREDIA
10.0374756,-84.0891431,HEREDIA
10.0292456,-84.0682753,HEREDIA
10.0182399,-84.055129,HEREDIA
10.0182399,-84.055129,HEREDIA
10.033333,-84.066667,HEREDIA
10.0182399,-84.055129,HEREDIA
9.9799635,-84.1853179,HEREDIA
9.9878538,-84.1882918,HEREDIA
9.9795354,-84.1698908,HEREDIA
10.0057727,-84.1580225,HEREDIA
10.0154017,-84.151428,HEREDIA
9.9988821,-84.1619788,HEREDIA
10.0003187,-84.0854432,HEREDIA
9.9867286,-84.1039262,HEREDIA
10.4539873,-84.0193861,HEREDIA
10.4015672,-84.1342789,HEREDIA
10.3352857,-83.9506104,HEREDIA
10.4499289,-84.0131402,HEREDIA
10.7227248,-83.9518547,HEREDIA
9.9913106,-83.0415078,LIMON
9.7375258,-82.9605736,LIMON
10.2102752,-83.8340441,LIMON
9.6608333,-83.3294444,LIMON
10.2133499,-83.7868871,LIMON
10.1672961,-83.7730237,LIMON
10.2819142,-83.7862942,LIMON
10.398632,-83.6135572,LIMON
10.488088,-83.6135572,LIMON
10.6901193,-83.634843,LIMON
10.398632,-83.6135572,LIMON
10.0981388,-83.5096859,LIMON
10.1015006,-83.4683562,LIMON
10.0924014,-83.5722955,LIMON
10.0981388,-83.5096859,LIMON
10.0981388,-83.5096859,LIMON
10.0874521,-83.6042424,LIMON
9.6257318,-82.8526202,LIMON
9.5015693,-82.6135853,LIMON
9.7347856,-82.8452146,LIMON
9.560164,-83.307343,LIMON
10.0770702,-83.2907339,LIMON
10.0836077,-83.3388608,LIMON
10.0273214,-83.2453524,LIMON
10.2127003,-83.6866091,LIMON
10.1838992,-83.6215402,LIMON
10.1668658,-83.6055732,LIMON
10.2872892,-83.6104524,LIMON
10.3041507,-83.6251439,LIMON
9.9778439,-84.8294211,PUNTARENAS
9.9778439,-84.8294211,PUNTARENAS
10.0438519,-84.9082428,PUNTARENAS
9.8889981,-85.1271907,PUNTARENAS
9.8200951,-84.981754,PUNTARENAS
9.696844,-85.20266,PUNTARENAS
10.210155,-84.845894,PUNTARENAS
10.0107286,-84.7054306,PUNTARENAS
10.2749682,-84.8255097,PUNTARENAS
9.7110137,-85.1271907,PUNTARENAS
9.9866822,-84.7707223,PUNTARENAS
10.1012919,-85.1583064,PUNTARENAS
9.9753095,-84.8321567,PUNTARENAS
9.9816061,-84.7350701,PUNTARENAS
10.233333,-84.7,PUNTARENAS
9.9906919,-84.667374,PUNTARENAS
9.9712969,-84.6613724,PUNTARENAS
10.0092218,-84.61128,PUNTARENAS
9.9826962,-84.6073537,PUNTARENAS
10.036432,-84.6308899,PUNTARENAS
9.9906919,-84.667374,PUNTARENAS
9.1672952,-83.3308421,PUNTARENAS
9.1672952,-83.3308421,PUNTARENAS
9.0146122,-83.1769586,PUNTARENAS
9.1744169,-83.3219119,PUNTARENAS
9.1127433,-83.411057,PUNTARENAS
9.1672952,-83.3308421,PUNTARENAS
8.9379061,-83.2013417,PUNTARENAS
9.0345647,-83.04177,PUNTARENAS
9.1728982,-83.3351398,PUNTARENAS
10.0529075,-84.7289442,PUNTARENAS
10.0529075,-84.7289442,PUNTARENAS
10.0529075,-84.7289442,PUNTARENAS
8.9786153,-83.5328387,PUNTARENAS
8.9633685,-83.4563522,PUNTARENAS
8.865176,-83.470335,PUNTARENAS
9.1635009,-83.7358514,PUNTARENAS
8.7106811,-83.2720082,PUNTARENAS
8.711884,-83.66144,PUNTARENAS
9.4318681,-84.1619076,PUNTARENAS
9.3374723,-83.9108968,PUNTARENAS
9.4838791,-84.0695961,PUNTARENAS
8.6040618,-83.1133792,PUNTARENAS
8.527226,-83.306717,PUNTARENAS
8.6040618,-83.1133792,PUNTARENAS
8.387593,-83.1394359,PUNTARENAS
8.82288,-82.9689738,PUNTARENAS
8.8162931,-82.9098133,PUNTARENAS
8.7403663,-82.947467,PUNTARENAS
8.8278645,-83.0159957,PUNTARENAS
8.8208242,-82.9685677,PUNTARENAS
8.954045,-83.070404,PUNTARENAS
9.5186381,-84.3305394,PUNTARENAS
8.5518946,-82.9501558,PUNTARENAS
8.4886866,-82.8492538,PUNTARENAS
8.5363323,-82.8452146,PUNTARENAS
8.4448201,-82.9098133,PUNTARENAS
9.6202396,-84.6217487,PUNTARENAS
9.7730312,-84.6295991,PUNTARENAS
9.9359945,-84.0669545,SANJOSE
9.9405627,-84.0894043,SANJOSE
9.9252418,-84.0880839,SANJOSE
9.9249628,-84.0722375,SANJOSE
9.9191024,-84.059667,SANJOSE
9.9080918,-84.0616709,SANJOSE
9.9591793,-84.1197643,SANJOSE
9.9367382,-84.109206,SANJOSE
9.9454071,-84.1276818,SANJOSE
9.9199576,-84.1039262,SANJOSE
9.9084637,-84.0828023,SANJOSE
9.920695,-84.1461519,SANJOSE
9.920695,-84.1461519,SANJOSE
9.920695,-84.1461519,SANJOSE
9.8969706,-84.0616709,SANJOSE
9.8741891,-84.0605696,SANJOSE
9.8794359,-84.0804177,SANJOSE
9.8768018,-84.0737352,SANJOSE
9.8989015,-84.0470318,SANJOSE
9.7507157,-84.0547955,SANJOSE
9.8852915,-84.0299601,SANJOSE
9.8336455,-84.2166816,SANJOSE
9.8969706,-84.0616709,SANJOSE
9.8925345,-84.0498858,SANJOSE
9.8959752,-84.0841227,SANJOSE
9.8934374,-84.0583685,SANJOSE
9.8688951,-84.0458176,SANJOSE
9.849876,-84.3164496,SANJOSE
9.8123175,-84.3569799,SANJOSE
9.858405,-84.34893,SANJOSE
9.8903753,-84.4104507,SANJOSE
9.83915,-84.29052,SANJOSE
9.7957618,-84.3387577,SANJOSE
9.878429,-84.339912,SANJOSE
9.857633,-84.300659,SANJOSE
9.635337,-84.406951,SANJOSE
9.7034083,-84.3978752,SANJOSE
9.6651293,-84.0213754,SANJOSE
9.6051515,-84.0378894,SANJOSE
9.629677,-84.0946854,SANJOSE
9.8641706,-84.0933652,SANJOSE
9.8192432,-84.1106165,SANJOSE
9.8641706,-84.0933652,SANJOSE
9.7856577,-84.1078432,SANJOSE
9.7366951,-84.1098271,SANJOSE
9.756197,-84.109993,SANJOSE
9.8545772,-84.0928431,SANJOSE
9.9143307,-84.2419551,SANJOSE
9.8498561,-84.2339617,SANJOSE
9.8416573,-84.238417,SANJOSE
9.91085,-84.3248289,SANJOSE
9.9053298,-84.3456601,SANJOSE
9.8702566,-84.2858121,SANJOSE
9.869782,-84.237015,SANJOSE
9.9482076,-84.0497813,SANJOSE
9.9423579,-84.0728979,SANJOSE
9.9471209,-84.0669545,SANJOSE
9.9517808,-84.0219991,SANJOSE
9.9655466,-84.0220887,SANJOSE
9.961952,-83.950935,SANJOSE
9.9621746,-84.0073228,SANJOSE
9.9268984,-84.183075,SANJOSE
9.9087517,-84.17912,SANJOSE
9.9448953,-84.1881831,SANJOSE
9.9268984,-84.183075,SANJOSE
9.924018,-84.2183555,SANJOSE
9.9388437,-84.2305141,SANJOSE
9.8992594,-84.1008843,SANJOSE
9.891143,-84.1046767,SANJOSE
9.8899694,-84.1382368,SANJOSE
9.8901339,-84.0888458,SANJOSE
9.907467,-84.1052462,SANJOSE
9.9739072,-84.0088103,SANJOSE
9.9805871,-83.9908369,SANJOSE
9.9929583,-83.985008,SANJOSE
9.9755112,-84.020708,SANJOSE
10.006598,-83.958153,SANJOSE
9.7993083,-84.1623211,SANJOSE
9.792221,-84.2311727,SANJOSE
9.8390232,-84.2061404,SANJOSE
9.8000005,-84.1580225,SANJOSE
9.746606,-84.260529,SANJOSE
9.964,-84.0775201,SANJOSE
9.9466936,-84.082142,SANJOSE
9.9569277,-84.0709168,SANJOSE
9.9602225,-84.099966,SANJOSE
9.9530577,-84.0880839,SANJOSE
9.9634381,-84.0458176,SANJOSE
10.0322142,-84.0008772,SANJOSE
9.9799446,-84.0352464,SANJOSE
9.9301517,-84.0511025,SANJOSE
9.9450974,-84.0312817,SANJOSE
9.9406167,-84.0530842,SANJOSE
9.9458041,-83.9929431,SANJOSE
9.9090008,-84.4408972,SANJOSE
9.8754068,-84.445243,SANJOSE
9.8769079,-84.5195974,SANJOSE
9.9090008,-84.4408972,SANJOSE
9.9090008,-84.4408972,SANJOSE
9.548854,-83.985008,SANJOSE
9.714281,-83.96946,SANJOSE
9.5586413,-83.9108968,SANJOSE
9.9145505,-84.0386633,SANJOSE
9.9295888,-84.0193861,SANJOSE
9.9129044,-84.0193861,SANJOSE
9.9012344,-84.0261245,SANJOSE
9.3660235,-83.6961197,SANJOSE
9.3719229,-83.6615884,SANJOSE
9.3291979,-83.6734049,SANJOSE
9.4648291,-83.6135572,SANJOSE
9.276169,-83.549606,SANJOSE
9.2306612,-83.6375032,SANJOSE
9.157166,-83.569633,SANJOSE
9.2907529,-83.5823965,SANJOSE
9.255962,-83.796842,SANJOSE
9.419147,-83.795135,SANJOSE
9.5050027,-83.7078981,SANJOSE
9.1961624,-83.5559831,SANJOSE
9.6841689,-84.0392108,SANJOSE
9.7335125,-84.0854432,SANJOSE
9.6633481,-84.104569,SANJOSE
9.6751243,-84.0775201,SANJOSE
9.7325963,-84.0326033,SANJOSE
9.7192287,-84.0616709,SANJOSE
